customer_id,company_name,signup_date,plan_tier,contract_type,mrr,tenure_months,active_users,login_frequency_30d,login_decay_rate,feature_adoption_score,support_tickets_90d,avg_ticket_res_hrs,payment_failures_12m,nps_score,churn_status
CUST-12426,Orion AI,2025-12-31,Basic,Monthly,42.97,6,1,25,-0.215,78.0,1,2.8,0,7,0
CUST-12427,Vanguard Digital,2023-07-03,Enterprise,Annual,935.04,36,12,235,-0.282,50.6,9,7.1,0,5,0
CUST-12428,Quantum Flow,2026-04-01,Basic,Monthly,47.1,3,2,67,-0.131,78.4,4,21.9,0,10,0
CUST-12429,Apex Digital,2024-10-01,Enterprise,Annual,970.85,21,76,1551,-0.083,51.3,4,22.9,0,6,0
CUST-12430,Aura Networks,2025-08-31,Pro,Monthly,232.4,10,13,499,0.223,8.0,5,21.2,0,6,0
CUST-12431,Sync Software,2026-01-30,Pro,Monthly,237.04,5,9,311,0.194,65.7,2,4.9,0,4,0
CUST-12432,Cyber AI,2023-05-03,Enterprise,Annual,973.27,38,39,1044,-0.318,44.4,2,10.3,0,10,0
CUST-12433,Aero Flow,2025-10-31,Basic,Monthly,57.07,8,2,55,-0.166,55.7,5,21.1,0,10,0
CUST-12434,Nexus Analytics,2025-10-31,Enterprise,Annual,1052.6,8,62,2107,0.285,38.4,0,13.7,2,2,1
CUST-12435,Zentis Dynamics,2025-10-01,Basic,Annual,49.47,9,4,136,-0.593,37.0,4,9.8,1,10,0
CUST-12436,Data Solutions,2024-08-01,Basic,Monthly,55.66,23,3,69,0.238,59.2,0,12.5,0,7,0
CUST-12437,Pulse Digital,2024-03-02,Basic,Monthly,49.53,28,4,66,-0.03,100.0,4,15.8,0,5,0
CUST-12438,Flux Digital,2026-05-02,Pro,Monthly,260.43,2,9,149,-0.372,55.3,2,11.4,0,10,0
CUST-12439,Aura Software,2025-10-31,Basic,Monthly,38.43,8,3,28,-0.472,65.0,3,22.1,0,7,0
CUST-12440,Titan Global,2025-04-01,Pro,Monthly,183.62,15,22,481,0.164,80.3,0,29.3,1,6,0
CUST-12441,Omni Dynamics,2025-08-01,Pro,Annual,195.22,11,10,237,0.33,60.5,4,2.4,0,10,0
CUST-12442,Cloud Dynamics,2022-07-03,Pro,Annual,212.12,48,14,384,-0.076,92.6,3,102.4,0,2,0
CUST-12443,Flux Systems,2023-04-03,Pro,Monthly,236.85,39,11,314,0.5,86.6,3,56.9,0,7,0
CUST-12444,Omni Tech,2024-05-02,Basic,Monthly,48.82,26,3,71,-0.051,36.8,3,33.5,0,6,0
CUST-12445,Aura Systems,2025-07-02,Basic,Monthly,38.55,12,3,74,-0.188,37.8,4,1.0,2,5,1
CUST-12446,Sync Flow,2023-12-02,Basic,Monthly,55.19,31,3,61,0.214,35.1,1,28.9,0,10,0
CUST-12447,Flux Stack,2022-08-03,Basic,Monthly,54.55,47,3,48,0.29,64.7,6,95.1,0,7,0
CUST-12448,Cloud Digital,2024-07-02,Basic,Monthly,34.73,24,4,91,-0.299,44.0,2,13.2,0,7,0
CUST-12449,Vanguard Digital,2023-04-03,Basic,Annual,48.97,39,1,20,-0.331,74.8,1,25.0,1,7,0
CUST-12450,Vertex HQ,2023-08-02,Basic,Monthly,37.31,35,1,42,0.071,84.7,2,13.4,0,6,0
CUST-12451,Titan HQ,2024-09-01,Enterprise,Multi-Year,899.4,22,60,1012,0.075,5.0,3,1.1,2,7,0
CUST-12452,Omni AI,2025-08-01,Pro,Annual,172.05,11,4,78,-0.556,100.0,1,3.3,0,9,0
CUST-12453,Vanguard Solutions,2023-08-02,Basic,Annual,54.95,35,3,94,-0.421,85.0,3,1.4,0,9,1
CUST-12454,Sync Analytics,2025-12-01,Pro,Monthly,202.49,7,12,386,-0.54,50.2,1,38.9,3,4,1
CUST-12455,Omni Cloud,2023-04-03,Basic,Monthly,39.55,39,3,84,0.018,64.1,2,23.4,0,8,0
CUST-12456,Hyper Cloud,2023-02-01,Basic,Monthly,55.47,41,3,112,0.191,90.7,3,9.2,2,10,0
CUST-12457,Nexus Dynamics,2022-11-02,Pro,Annual,156.2,44,12,188,0.045,57.4,1,4.6,0,4,0
CUST-12458,Zentis Analytics,2025-01-31,Basic,Annual,51.43,17,2,64,-0.794,54.7,2,7.0,0,7,0
CUST-12459,Orion Tech,2025-12-01,Basic,Monthly,43.02,7,3,58,-0.007,62.4,4,7.0,0,9,0
CUST-12460,Aura Software,2026-03-02,Enterprise,Annual,944.2,4,74,1307,-0.097,24.1,2,16.8,0,8,0
CUST-12461,Data Global,2023-08-02,Enterprise,Annual,1074.56,35,20,510,0.064,80.7,3,5.4,0,3,0
CUST-12462,Hyper Dynamics,2022-07-03,Pro,Monthly,214.57,48,10,311,-0.478,49.0,2,22.4,2,4,1
CUST-12463,Aero Global,2024-04-02,Pro,Monthly,238.91,27,14,255,0.078,42.7,0,13.7,0,7,0
CUST-12464,Omni AI,2026-01-30,Pro,Annual,196.54,5,7,96,-0.279,85.2,4,98.9,0,10,0
CUST-12465,Nexus Dynamics,2022-07-03,Basic,Monthly,51.25,48,1,33,-0.327,66.7,3,6.2,0,4,0
CUST-12466,Quantum Systems,2022-07-03,Basic,Monthly,45.78,48,2,27,-0.044,68.1,7,32.8,1,7,1
CUST-12467,Data Solutions,2025-04-01,Basic,Monthly,50.34,15,5,172,-0.112,46.3,2,6.3,0,9,0
CUST-12468,Cyber Analytics,2024-07-02,Basic,Monthly,52.23,24,2,60,0.272,63.8,1,65.2,0,7,0
CUST-12469,Strata Systems,2023-05-03,Pro,Monthly,196.07,38,10,282,0.046,51.3,2,3.2,0,2,0
CUST-12470,Vanguard Dynamics,2023-09-02,Basic,Monthly,35.74,34,2,71,0.238,38.2,2,1.0,0,4,1
CUST-12471,Cloud Stack,2022-07-03,Enterprise,Multi-Year,1048.67,48,52,1034,-0.144,52.1,2,6.0,0,8,0
CUST-12472,Vertex Cloud,2026-03-02,Enterprise,Multi-Year,1053.63,4,17,542,-0.56,62.1,2,53.1,0,5,0
CUST-12473,Vanguard Digital,2024-08-01,Pro,Annual,178.7,23,8,172,0.194,73.9,4,53.2,0,7,0
CUST-12474,Cloud Solutions,2024-01-01,Pro,Annual,160.66,30,10,227,-0.369,52.3,3,9.2,2,7,0
CUST-12475,Nexus Labs,2022-07-03,Enterprise,Annual,1220.16,48,28,440,0.258,43.6,6,16.6,0,7,0
CUST-12476,Strata Networks,2022-07-03,Basic,Annual,52.61,48,1,27,0.15,37.9,5,7.0,3,8,0
CUST-12477,Data Stack,2022-07-03,Pro,Annual,192.16,48,10,254,0.018,56.0,3,17.1,1,10,0
CUST-12478,Cloud Analytics,2024-12-01,Basic,Annual,40.64,19,3,76,-0.182,29.0,4,18.4,0,3,1
CUST-12479,Cloud Cloud,2022-10-02,Pro,Monthly,174.47,45,13,275,0.061,43.9,2,85.7,0,8,1
CUST-12480,Vertex Systems,2025-04-01,Basic,Annual,58.57,15,2,53,-0.029,70.2,2,7.2,1,8,0
CUST-12481,Orion AI,2025-04-01,Enterprise,Annual,1019.63,15,66,1807,-0.166,36.6,5,48.1,1,1,1
CUST-12482,Cyber AI,2025-10-01,Enterprise,Multi-Year,916.49,9,49,1752,0.023,54.1,1,88.1,1,6,0
CUST-12483,Cyber Cloud,2022-12-02,Basic,Monthly,52.75,43,1,35,0.168,66.1,5,64.8,0,10,0
CUST-12484,Aero Labs,2022-07-03,Basic,Monthly,43.01,48,1,32,-0.135,83.5,4,5.3,1,5,1
CUST-12485,Nexus Global,2025-10-01,Enterprise,Annual,1223.9,9,49,1633,-0.041,57.0,6,19.9,0,5,0
CUST-12486,Data Flow,2026-04-01,Basic,Monthly,58.94,3,3,24,0.216,80.3,1,26.0,2,8,0
CUST-12487,Titan Labs,2022-12-02,Enterprise,Annual,929.08,43,63,1485,0.025,53.3,3,9.9,0,6,0
CUST-12488,Vanguard Stack,2024-06-01,Pro,Annual,180.23,25,13,298,-0.036,33.8,3,44.3,1,7,0
CUST-12489,Nova HQ,2022-07-03,Basic,Monthly,29.76,48,3,107,0.154,80.6,0,7.8,0,8,0
CUST-12490,Apex Digital,2025-10-01,Basic,Monthly,38.11,9,3,83,0.226,72.4,4,1.0,0,9,0
CUST-12491,Apex Digital,2026-04-01,Basic,Monthly,39.15,3,2,26,-0.07,40.5,4,17.3,0,7,0
CUST-12492,Pulse HQ,2024-12-31,Pro,Annual,203.04,18,9,203,-0.487,82.9,1,138.0,0,6,0
CUST-12493,Titan Networks,2026-03-02,Basic,Monthly,46.6,4,3,52,-0.158,62.7,3,29.3,0,5,0
CUST-12494,Quantum Tech,2025-10-01,Pro,Monthly,158.84,9,11,171,-0.14,67.7,3,24.2,0,3,0
CUST-12495,Aero Global,2026-01-30,Basic,Monthly,46.93,5,3,60,-0.259,56.2,3,3.0,1,5,0
CUST-12496,Zentis Networks,2025-10-31,Pro,Annual,214.08,8,13,287,-0.008,77.7,6,1.8,0,1,0
CUST-12497,Cloud Tech,2026-03-02,Enterprise,Annual,1078.1,4,38,817,-0.585,61.0,4,14.3,1,9,0
CUST-12498,Nexus Networks,2022-07-03,Enterprise,Annual,714.33,48,51,1329,-0.107,59.0,1,25.2,2,7,0
CUST-12499,Omni Cloud,2025-10-01,Basic,Monthly,48.06,9,4,102,-0.076,76.2,2,12.7,1,7,1
CUST-12500,Nova Analytics,2025-03-02,Pro,Annual,157.71,16,13,429,-0.107,72.3,6,21.6,0,6,0
CUST-12501,Nova Solutions,2022-07-03,Pro,Monthly,225.92,48,13,147,-0.028,51.1,1,11.0,0,2,0
CUST-12502,Cyber Software,2024-02-01,Pro,Annual,222.41,29,20,578,-0.461,89.4,1,1.0,0,2,0
CUST-12503,Quantum Solutions,2024-06-01,Enterprise,Annual,864.43,25,32,576,0.149,85.7,3,11.7,0,3,0
CUST-12504,Aura Solutions,2023-12-02,Basic,Monthly,43.37,31,4,123,-0.344,92.4,8,24.2,0,5,0
CUST-12505,Data Systems,2022-10-02,Basic,Monthly,45.61,45,2,75,-0.199,46.6,3,1.0,2,6,1
CUST-12506,Aero Labs,2022-07-03,Enterprise,Annual,661.42,48,50,881,-0.15,91.0,3,5.4,0,8,0
CUST-12507,Pulse HQ,2024-04-02,Basic,Monthly,51.47,27,1,14,-0.066,51.0,1,3.0,0,4,0
CUST-12508,Quantum HQ,2022-07-03,Pro,Monthly,190.86,48,18,477,-0.124,76.7,1,7.4,1,4,0
CUST-12509,Apex Analytics,2024-10-31,Enterprise,Annual,1144.38,20,54,1366,-0.037,52.3,1,11.2,0,8,0
CUST-12510,Nova Systems,2025-10-01,Basic,Monthly,40.93,9,2,58,0.268,72.1,2,28.5,2,7,0
CUST-12511,Hyper Solutions,2022-07-03,Enterprise,Multi-Year,906.22,48,49,898,0.02,25.2,2,27.1,1,4,0
CUST-12512,Nexus AI,2024-10-01,Basic,Monthly,37.93,21,3,105,-0.306,36.5,0,10.2,0,5,0
CUST-12513,Sync Stack,2022-07-03,Pro,Annual,169.02,48,18,281,0.21,54.1,2,9.2,0,6,0
CUST-12514,Flux Analytics,2026-04-01,Pro,Annual,163.72,3,7,82,-0.106,94.2,3,8.2,3,0,1
CUST-12515,Nexus Analytics,2025-05-02,Enterprise,Multi-Year,1148.25,14,36,928,-0.144,18.2,2,4.9,0,2,0
CUST-12516,Nexus Digital,2022-07-03,Basic,Monthly,43.87,48,5,72,0.133,18.0,3,36.1,0,6,1
CUST-12517,Hyper Digital,2025-10-01,Basic,Monthly,49.91,9,3,65,-0.325,51.1,3,34.1,0,3,0
CUST-12518,Apex Labs,2022-07-03,Pro,Monthly,187.63,48,11,365,-0.013,54.0,7,39.1,0,9,0
CUST-12519,Hyper AI,2022-07-03,Pro,Annual,161.11,48,11,175,-0.19,59.7,5,75.9,0,9,0
CUST-12520,Strata AI,2022-07-03,Pro,Monthly,193.98,48,12,245,0.203,81.8,4,20.9,1,0,0
CUST-12521,Hyper Global,2024-09-01,Basic,Monthly,53.4,22,2,78,0.054,33.4,1,38.9,0,5,0
CUST-12522,Sync Cloud,2024-04-02,Basic,Monthly,40.12,27,1,32,0.141,100.0,2,14.4,0,10,0
CUST-12523,Quantum HQ,2022-07-03,Basic,Monthly,54.95,48,3,94,-0.739,74.0,3,7.0,0,8,0
CUST-12524,Apex Networks,2023-05-03,Pro,Annual,173.64,38,12,416,0.06,54.6,2,64.9,0,7,0
CUST-12525,Cyber Digital,2024-05-02,Basic,Monthly,45.45,26,1,13,0.095,54.4,0,1.6,0,5,0
CUST-12526,Hyper Digital,2022-07-03,Basic,Monthly,52.9,48,2,37,-0.047,74.9,2,49.5,0,8,0
CUST-12527,Nova Networks,2024-01-01,Enterprise,Annual,899.58,30,43,731,0.266,61.2,2,1.8,0,8,0
CUST-12528,Orion Analytics,2022-07-03,Basic,Monthly,49.28,48,5,124,-0.408,68.9,3,10.6,0,7,0
CUST-12529,Quantum AI,2026-04-01,Enterprise,Annual,951.84,3,36,1242,-0.375,42.5,6,9.4,0,8,0
CUST-12530,Hyper Global,2026-01-30,Pro,Annual,202.86,5,19,257,0.081,91.1,7,24.3,0,5,0
CUST-12531,Orion Tech,2025-03-02,Pro,Monthly,127.93,16,13,521,0.274,45.3,2,13.7,0,9,0
CUST-12532,Omni Tech,2025-06-01,Basic,Monthly,35.55,13,3,82,0.158,51.4,4,16.5,0,0,0
CUST-12533,Hyper Cloud,2023-04-03,Basic,Annual,53.53,39,3,67,-0.06,88.6,0,30.5,0,8,0
CUST-12534,Data Analytics,2025-12-31,Pro,Monthly,229.96,6,10,388,-0.633,73.9,1,44.0,0,7,1
CUST-12535,Data Stack,2022-07-03,Pro,Annual,171.82,48,16,389,-0.37,58.0,4,48.2,0,9,0
CUST-12536,Sync Dynamics,2025-08-01,Pro,Annual,191.72,11,8,102,-0.069,40.1,0,6.9,1,8,1
CUST-12537,Nova HQ,2025-04-01,Basic,Monthly,51.17,15,2,74,0.393,41.2,4,8.7,0,3,0
CUST-12538,Titan Flow,2025-10-01,Pro,Monthly,219.69,9,7,183,-0.78,43.2,0,38.5,1,8,0
CUST-12539,Cyber Networks,2024-08-01,Pro,Monthly,138.47,23,6,204,-0.261,47.4,2,29.1,0,7,0
CUST-12540,Cloud Labs,2026-04-01,Pro,Monthly,172.55,3,10,175,-0.179,68.2,2,27.6,0,8,0
CUST-12541,Flux Cloud,2026-01-30,Pro,Annual,189.07,5,17,278,-0.625,67.0,5,15.5,0,10,0
CUST-12542,Data Flow,2023-08-02,Pro,Annual,219.99,35,11,79,-0.37,35.4,2,31.9,0,5,1
CUST-12543,Aura Solutions,2025-12-01,Pro,Annual,273.58,7,17,305,0.055,38.0,4,19.8,0,10,0
CUST-12544,Pulse Labs,2025-10-31,Basic,Monthly,47.32,8,1,11,-0.394,36.0,2,1.1,0,9,0
CUST-12545,Apex Digital,2023-03-03,Basic,Monthly,38.66,40,3,76,0.5,98.2,3,24.0,0,6,0
CUST-12546,Vertex Software,2026-03-02,Basic,Monthly,51.96,4,6,53,-0.718,39.8,6,33.2,0,10,1
CUST-12547,Hyper Dynamics,2025-03-02,Basic,Monthly,58.71,16,5,114,0.318,17.7,4,17.0,0,8,0
CUST-12548,Zentis Digital,2026-05-02,Basic,Monthly,49.79,2,1,22,-0.428,71.2,1,16.9,1,8,0
CUST-12549,Aura Systems,2025-07-02,Basic,Monthly,42.34,12,1,26,0.041,38.8,2,8.1,0,6,0
CUST-12550,Vertex Stack,2023-12-02,Basic,Monthly,56.04,31,4,73,0.008,53.4,2,18.8,1,8,0
CUST-12551,Nova Tech,2026-03-02,Basic,Annual,53.88,4,2,40,0.066,39.4,1,53.7,3,6,0
CUST-12552,Hyper Software,2022-07-03,Pro,Monthly,168.37,48,8,150,-0.466,66.1,5,32.4,0,8,1
CUST-12553,Sync Digital,2022-07-03,Enterprise,Annual,1056.16,48,55,1791,-0.341,68.2,4,46.7,0,3,0
CUST-12554,Pulse Cloud,2026-03-02,Basic,Monthly,56.33,4,2,64,0.022,66.4,4,4.4,0,7,0
CUST-12555,Omni Networks,2022-07-03,Enterprise,Annual,1176.11,48,52,1595,-0.499,82.3,4,12.8,0,1,0
CUST-12556,Strata Labs,2025-08-31,Pro,Annual,197.02,10,3,90,-0.277,54.1,7,12.5,0,8,0
CUST-12557,Hyper Dynamics,2026-03-02,Basic,Annual,46.37,4,1,34,0.026,66.2,1,29.0,0,5,0
CUST-12558,Cloud Dynamics,2026-05-02,Basic,Monthly,58.02,2,1,28,0.201,40.6,2,8.9,3,7,0
CUST-12559,Nexus Dynamics,2025-05-02,Pro,Monthly,162.88,14,8,205,-0.227,39.0,3,44.9,0,4,0
CUST-12560,Omni Solutions,2024-05-02,Pro,Annual,212.09,26,14,183,-0.057,68.2,2,47.0,3,10,0
CUST-12561,Vanguard AI,2025-08-01,Pro,Monthly,158.1,11,17,436,-0.464,30.2,1,69.1,1,9,0
CUST-12562,Hyper Tech,2022-09-02,Basic,Monthly,56.83,46,1,27,0.24,93.5,2,54.0,2,4,1
CUST-12563,Nexus Labs,2023-11-02,Basic,Annual,47.1,32,2,103,-0.162,72.4,1,3.2,0,8,0
CUST-12564,Quantum Digital,2025-07-02,Basic,Monthly,58.32,12,1,22,-0.12,88.1,6,19.7,0,6,0
CUST-12565,Cloud Solutions,2023-09-02,Basic,Monthly,52.61,34,2,79,-0.311,88.5,4,16.5,0,8,0
CUST-12566,Titan Software,2022-07-03,Basic,Monthly,40.01,48,2,33,0.042,100.0,0,19.0,0,3,0
CUST-12567,Strata Analytics,2026-03-02,Basic,Monthly,59.47,4,1,14,-0.539,87.9,4,1.0,0,8,0
CUST-12568,Sync Software,2025-08-31,Pro,Annual,245.3,10,8,209,-0.06,71.9,2,67.2,0,10,0
CUST-12569,Vertex Solutions,2025-01-31,Enterprise,Multi-Year,1131.21,17,60,1638,0.21,67.6,4,14.5,0,5,1
CUST-12570,Vanguard Systems,2024-12-31,Basic,Monthly,43.4,18,3,46,-0.176,67.2,1,1.0,0,7,0
CUST-12571,Hyper AI,2024-10-01,Enterprise,Multi-Year,953.14,21,46,828,0.152,64.0,0,34.6,0,5,0
CUST-12572,Aero Cloud,2025-08-31,Basic,Monthly,50.07,10,1,13,-0.3,79.4,4,2.1,0,5,0
CUST-12573,Sync Dynamics,2024-03-02,Basic,Monthly,43.83,28,1,25,-0.122,84.5,5,48.2,0,5,0
CUST-12574,Aero Flow,2024-04-02,Basic,Monthly,61.44,27,3,60,0.169,66.4,3,18.7,0,5,1
CUST-12575,Aura Stack,2024-08-01,Pro,Monthly,203.31,23,10,176,-0.032,64.9,1,52.2,0,3,1
CUST-12576,Cyber Digital,2026-03-02,Enterprise,Multi-Year,593.9,4,55,1157,0.07,27.0,3,20.6,0,10,0
CUST-12577,Cloud Tech,2025-01-31,Pro,Monthly,209.13,17,13,453,-0.18,31.2,6,53.5,0,7,0
CUST-12578,Quantum Flow,2025-07-02,Basic,Monthly,46.44,12,2,49,0.255,56.4,2,17.0,0,5,0
CUST-12579,Nexus Dynamics,2024-12-31,Pro,Annual,196.76,18,3,38,-0.049,44.9,5,37.5,1,4,0
CUST-12580,Cloud Tech,2022-07-03,Basic,Monthly,46.29,48,3,82,0.323,73.2,7,1.0,2,3,0
CUST-12581,Cyber Software,2024-12-31,Enterprise,Multi-Year,1119.94,18,22,225,-0.142,90.1,4,45.4,0,7,0
CUST-12582,Zentis Cloud,2026-05-02,Pro,Annual,232.42,2,17,229,-0.076,78.3,3,3.2,0,4,0
CUST-12583,Zentis Digital,2025-03-02,Basic,Monthly,51.08,16,3,0,-0.149,87.9,3,17.8,0,3,0
CUST-12584,Strata Systems,2022-11-02,Pro,Annual,188.87,44,16,282,0.337,54.1,2,12.5,0,9,0
CUST-12585,Orion AI,2023-04-03,Pro,Monthly,197.77,39,15,303,-0.666,44.1,5,33.6,0,7,0
CUST-12586,Titan Analytics,2024-12-01,Basic,Annual,49.14,19,1,31,0.087,48.8,4,7.9,0,9,0
CUST-12587,Apex Dynamics,2025-10-01,Pro,Monthly,175.05,9,11,379,-0.225,76.3,3,9.1,0,5,0
CUST-12588,Quantum Cloud,2025-01-31,Basic,Annual,53.26,17,3,57,-0.215,61.6,3,33.4,0,8,0
CUST-12589,Aura Tech,2024-09-01,Pro,Monthly,212.73,22,17,578,-0.332,43.6,1,2.3,0,5,0
CUST-12590,Cyber Cloud,2022-07-03,Pro,Annual,244.98,48,15,246,-0.359,71.4,6,29.7,0,7,0
CUST-12591,Nexus Tech,2024-04-02,Pro,Annual,236.47,27,10,191,-0.029,79.3,3,4.4,0,6,0
CUST-12592,Sync Digital,2023-12-02,Pro,Monthly,178.53,31,13,341,-0.119,86.5,3,11.4,0,7,0
CUST-12593,Vanguard Labs,2024-12-31,Pro,Annual,223.49,18,5,45,0.499,68.6,1,5.6,0,2,0
CUST-12594,Nova Stack,2025-07-02,Basic,Annual,42.01,12,3,82,-0.272,43.8,2,1.3,0,10,0
CUST-12595,Zentis Flow,2022-12-02,Pro,Annual,219.77,43,13,302,0.289,85.7,2,22.9,1,9,0
CUST-12596,Zentis HQ,2024-12-31,Basic,Annual,45.2,18,2,25,-0.443,50.0,1,11.9,0,4,0
CUST-12597,Vanguard Global,2022-07-03,Basic,Monthly,41.48,48,3,63,-0.064,60.3,2,17.0,0,2,0
CUST-12598,Nova Flow,2025-03-02,Basic,Monthly,51.06,16,1,31,0.093,92.4,5,1.0,0,9,1
CUST-12599,Orion Tech,2026-04-01,Basic,Monthly,29.34,3,1,23,-0.239,78.5,1,11.6,1,4,1
CUST-12600,Cyber Digital,2024-01-01,Pro,Monthly,146.73,30,10,132,-0.355,69.1,5,43.3,0,5,0
CUST-12601,Pulse Cloud,2026-04-01,Basic,Monthly,47.7,3,3,123,-0.261,54.9,3,11.8,0,4,1
CUST-12602,Titan Digital,2025-10-01,Pro,Annual,201.46,9,12,249,-0.724,56.6,2,7.4,2,10,0
CUST-12603,Aero Systems,2025-07-02,Basic,Monthly,46.29,12,3,111,-0.338,71.6,2,13.7,0,4,0
CUST-12604,Flux Software,2023-09-02,Basic,Monthly,37.39,34,5,166,-0.066,100.0,1,4.0,0,8,0
CUST-12605,Orion Labs,2024-12-31,Pro,Monthly,174.59,18,14,324,0.414,50.4,0,20.0,0,2,0
CUST-12606,Apex Digital,2026-05-02,Basic,Annual,51.88,2,3,47,-0.069,54.5,2,1.0,1,8,1
CUST-12607,Cloud Global,2024-06-01,Basic,Monthly,53.28,25,2,53,-0.433,55.0,5,2.5,0,4,0
CUST-12608,Aura Dynamics,2025-05-02,Pro,Monthly,198.52,14,11,325,-0.275,23.0,2,2.5,0,8,0
CUST-12609,Aura Dynamics,2022-07-03,Basic,Annual,57.5,48,2,52,-0.9,60.1,3,19.5,0,8,1
CUST-12610,Cloud Tech,2024-12-31,Pro,Monthly,210.86,18,17,423,-0.482,49.9,5,90.0,0,9,1
CUST-12611,Aura Solutions,2023-11-02,Basic,Annual,43.51,32,4,130,0.116,45.3,3,6.4,0,6,0
CUST-12612,Pulse Solutions,2025-10-31,Basic,Monthly,46.94,8,4,110,0.5,64.3,3,2.2,0,4,0
CUST-12613,Sync Labs,2023-06-03,Pro,Monthly,157.12,37,15,318,0.249,82.6,1,93.0,0,6,0
CUST-12614,Nova HQ,2023-10-02,Basic,Monthly,48.21,33,2,41,-0.0,82.7,2,99.9,0,3,0
CUST-12615,Flux Digital,2022-07-03,Basic,Monthly,57.17,48,3,41,-0.146,35.9,2,15.1,0,4,0
CUST-12616,Aero AI,2026-05-02,Basic,Monthly,54.04,2,4,120,0.113,72.0,3,8.3,0,7,0
CUST-12617,Pulse Tech,2025-03-02,Basic,Annual,59.3,16,1,24,-0.541,56.1,4,7.5,0,8,0
CUST-12618,Strata Cloud,2024-02-01,Pro,Monthly,189.96,29,10,183,-0.104,70.5,3,4.8,0,10,0
CUST-12619,Zentis Cloud,2026-03-02,Basic,Monthly,58.89,4,1,28,-0.398,62.4,3,18.6,1,7,1
CUST-12620,Vertex Dynamics,2025-05-02,Pro,Monthly,193.23,14,19,185,0.055,5.0,2,35.4,0,8,1
CUST-12621,Aura Cloud,2022-07-03,Enterprise,Annual,1219.52,48,49,1186,-0.596,23.5,6,40.6,0,9,0
CUST-12622,Vanguard Tech,2025-03-02,Basic,Monthly,48.84,16,1,24,-0.049,85.8,2,1.0,2,6,0
CUST-12623,Aura Flow,2022-07-03,Enterprise,Multi-Year,1104.98,48,50,1868,0.347,73.6,2,18.7,1,8,0
CUST-12624,Apex Tech,2026-04-01,Basic,Monthly,59.84,3,1,17,0.095,76.4,2,2.5,0,7,0
CUST-12625,Aero AI,2023-11-02,Enterprise,Annual,970.01,32,55,834,-0.175,76.1,3,6.5,2,10,0
CUST-12626,Nexus Global,2024-08-01,Basic,Monthly,50.61,23,1,23,-0.091,12.5,5,7.2,0,4,1
CUST-12627,Flux Labs,2024-12-01,Pro,Annual,237.47,19,6,148,0.179,85.0,1,2.3,0,5,0
CUST-12628,Vertex Stack,2022-07-03,Basic,Annual,48.02,48,3,56,-0.237,30.9,4,1.0,1,6,0
CUST-12629,Orion Analytics,2026-01-30,Basic,Monthly,39.29,5,3,44,-0.12,18.0,3,9.3,0,6,0
CUST-12630,Omni Software,2022-07-03,Pro,Annual,262.97,48,12,332,0.027,46.8,5,26.3,0,5,0
CUST-12631,Nova Global,2024-01-01,Pro,Annual,184.98,30,13,173,-0.13,87.5,3,10.8,1,4,0
CUST-12632,Data Digital,2025-10-01,Basic,Annual,50.17,9,3,99,-0.296,26.4,4,13.8,0,4,0
CUST-12633,Strata Solutions,2022-07-03,Basic,Monthly,57.5,48,6,61,-0.149,48.4,3,29.2,0,6,0
CUST-12634,Titan Dynamics,2025-04-01,Pro,Monthly,180.84,15,9,87,-0.269,66.6,1,51.1,0,10,0
CUST-12635,Nexus Dynamics,2022-12-02,Pro,Monthly,168.92,43,12,248,-0.284,55.9,3,11.7,0,8,0
CUST-12636,Pulse Dynamics,2025-05-02,Enterprise,Annual,1037.02,14,67,1747,-0.117,65.9,3,20.8,0,3,0
CUST-12637,Strata Solutions,2022-07-03,Pro,Monthly,145.48,48,13,416,-0.369,45.6,3,4.1,0,6,0
CUST-12638,Flux Stack,2024-05-02,Enterprise,Annual,955.86,26,52,1280,-0.485,98.0,1,1.0,1,5,0
CUST-12639,Orion Analytics,2026-01-30,Pro,Annual,206.31,5,11,184,-0.459,52.7,2,76.2,0,10,0
CUST-12640,Aura Flow,2024-04-02,Basic,Annual,47.02,27,4,76,-0.191,32.5,5,18.7,3,6,1
CUST-12641,Titan Flow,2025-12-01,Basic,Monthly,37.66,7,3,78,-0.241,79.4,4,1.6,1,3,0
CUST-12642,Strata Tech,2025-04-01,Pro,Annual,246.59,15,8,40,-0.04,75.0,1,24.4,0,10,0
CUST-12643,Hyper Stack,2025-12-31,Pro,Annual,202.09,6,11,292,-0.076,74.4,2,1.0,0,8,0
CUST-12644,Pulse Labs,2026-05-02,Basic,Annual,59.52,2,2,51,0.135,95.9,5,43.9,0,7,0
CUST-12645,Vanguard Solutions,2025-12-01,Basic,Annual,47.09,7,1,20,0.163,54.6,4,13.7,0,6,0
CUST-12646,Omni Global,2024-10-31,Enterprise,Multi-Year,867.13,20,28,523,0.015,56.9,3,90.7,0,5,0
CUST-12647,Nova Solutions,2024-12-31,Pro,Annual,207.04,18,17,372,-0.425,22.6,6,9.7,3,2,1
CUST-12648,Hyper Labs,2024-12-01,Basic,Monthly,47.41,19,2,39,0.051,44.1,3,94.8,1,4,0
CUST-12649,Cloud Cloud,2025-10-31,Basic,Monthly,40.34,8,3,65,-0.59,64.3,2,8.6,2,5,0
CUST-12650,Quantum Dynamics,2024-01-01,Basic,Monthly,59.8,30,2,72,-0.316,70.3,5,1.0,1,6,1
